CODE,STATION,STATE,TempMin,TempMax,DOMin,DOMax,PHMin,PHMax,CONMin,CONMax,BODMin,BODMax,NMin,NMax,FCMin,FCMax,TCMin,TCMax,Year,TempMean,DOMean,PHMean,CONMean,BODMean,NMean,FCMean,TCMean
2727,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,16.0,20.0,8.6,10.0,7.4,8.3,-1,143,1.0,1.2,,,40,90,110,170,2019,18.0,9.3,7.8500000000000005,71.0,1.1,,65.0,140.0
10150,"RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR",UTTAR PRADESH,,,7.5,9.7,7.4,7.7,62,253,1.3,1.8,,,-1,-1,-1,-1,2019,,8.6,7.550000000000001,157.5,1.55,,-1.0,-1.0
1062,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,16.5,26.0,7.5,10.5,6.8,7.7,155,266,0.9,2.8,0.33,0.82,220,1700,540,3500,2019,21.25,9.0,7.25,210.5,1.8499999999999999,0.575,960.0,2020.0
10149,GHARMUKTESHWAR,UTTAR PRADESH,16.0,26.0,7.3,11.5,6.5,7.6,163,256,0.6,2.1,0.25,0.85,110,1100,240,2800,2019,21.0,9.4,7.05,209.5,1.35,0.55,605.0,1520.0
2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,15.0,30.0,7.0,10.4,6.9,7.5,210,232,1.1,2.8,0.32,0.62,110,280,170,550,2019,22.5,8.7,7.2,221.0,1.95,0.47,195.0,360.0
2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,17.0,30.0,7.2,10.3,7.0,7.6,218,236,0.8,2.6,0.34,0.53,170,430,240,920,2019,23.5,8.75,7.3,227.0,1.7000000000000002,0.43500000000000005,300.0,580.0
1145,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,14.0,29.0,7.3,10.6,7.1,7.6,220,234,1.0,2.5,0.37,0.66,280,920,630,1600,2019,21.5,8.95,7.35,227.0,1.75,0.515,600.0,1115.0
2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,16.0,25.0,9.7,10.5,7.0,8.0,118,789,0.9,2.5,0.55,0.62,170,270,250,460,2019,20.5,10.1,7.5,453.5,1.7,0.585,220.0,355.0
10151,RIVER GANGA AT FARUKKABAD,UTTAR PRADESH,16.0,33.0,6.4,10.7,7.6,8.4,157,285,1.7,2.6,,,1,1700,1700,2700,2019,24.5,8.55,8.0,221.0,2.15,,850.5,2200.0
1063,GANGA AT KANNAUJ U/S (RAJGHAT),UTTAR PRADESH,16.0,32.0,6.4,10.6,7.7,8.6,205,345,2.4,3.4,,,1300,2700,3300,4600,2019,24.0,8.5,8.15,275.0,2.9,,2000.0,3950.0
1066,GANGA AT KANNAUJ D/S,UTTAR PRADESH,16.0,32.0,6.0,10.2,7.8,8.6,200,366,2.8,4.2,,,1700,3300,4000,5800,2019,24.0,8.1,8.2,283.0,3.5,,2500.0,4900.0
1146,GANGA AT BITHOOR (KANPUR),UTTAR PRADESH,16.0,32.0,6.1,10.6,7.9,8.8,203,350,2.3,4.4,,,1400,3400,3300,5800,2019,24.0,8.35,8.350000000000001,276.5,3.35,,2400.0,4550.0
1067,"GANGA AT KANPUR U/S
(RANIGHAT)",UTTAR PRADESH,16.0,32.0,5.8,10.3,7.8,8.7,203,368,2.5,4.0,,,1700,3400,3900,5800,2019,24.0,8.05,8.25,285.5,3.25,,2550.0,4850.0
10154,"RIVER GANGA AT BATHING
GHAT (BHARAOGHAT)",UTTAR PRADESH,16.0,32.0,5.7,10.4,7.8,8.7,206,362,2.4,3.8,,,2000,3300,3200,4900,2019,24.0,8.05,8.25,284.0,3.0999999999999996,,2650.0,4050.0
10155,RIVER GANGA AT D/S SHUKLAGANJ,UTTAR PRADESH,16.0,32.0,5.4,10.0,7.8,8.7,219,380,2.7,4.4,,,2000,4500,4600,7000,2019,24.0,7.7,8.25,299.5,3.5500000000000003,,3250.0,5800.0
1068,GANGA AT KANPUR D/S (JAJMAU PUMPING STATION),UTTAR PRADESH,16.0,32.0,4.6,9.4,7.6,8.4,223,442,3.2,5.8,,,17000,35000,28000,63000,2019,24.0,7.0,8.0,332.5,4.5,,26000.0,45500.0
10157,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),UTTAR PRADESH,16.0,32.0,5.6,9.6,7.7,8.5,219,392,2.8,5.4,,,4300,25000,7000,54000,2019,24.0,7.6,8.1,305.5,4.1,,14650.0,30500.0
1147,GANGA AT DALMAU (RAI BAREILLY),UTTAR PRADESH,17.0,27.0,7.0,10.6,7.9,8.7,201,458,2.8,4.1,0.78,0.86,2500,3600,3100,4100,2019,22.0,8.8,8.3,329.5,3.4499999999999997,0.8200000000000001,3050.0,3600.0
2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,17.0,27.0,6.9,11.0,7.9,8.5,206,456,2.7,4.1,0.76,0.84,2400,3400,3100,4000,2019,22.0,8.95,8.2,331.0,3.4,0.8,2900.0,3550.0
1046,GANGA AT ALLAHABAD (RASOOLABAD),UTTAR PRADESH,22.3,32.5,7.3,12.2,7.6,8.4,154,261,2.1,3.2,1.28,1.61,4300,14000,9400,24000,2019,27.4,9.75,8.0,207.5,2.6500000000000004,1.445,9150.0,16700.0
2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,22.4,32.7,6.9,11.5,7.8,8.5,150,268,2.0,3.9,1.38,1.77,4600,14000,11000,27000,2019,27.55,9.2,8.15,209.0,2.95,1.575,9300.0,19000.0
1049,GANGA AT ALLAHABAD D/S (SANGAM),UTTAR PRADESH,22.6,32.8,6.8,11.5,7.8,8.4,236,283,2.0,3.4,1.39,1.83,3300,13000,8400,27000,2019,27.7,9.15,8.1,259.5,2.7,1.6099999999999999,8150.0,17700.0
10158,"RIVER GANGA A/C TAMSA RIVER, SIRSA, SON BARSA",UTTAR PRADESH,22.7,32.8,7.0,11.7,7.7,8.2,246,276,1.8,2.9,1.35,1.69,3100,9400,7000,22000,2019,27.75,9.35,7.949999999999999,261.0,2.35,1.52,6250.0,14500.0
2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,19.0,29.5,7.2,9.2,8.2,8.4,352,468,2.1,3.2,0.48,0.9,800,1300,1300,2700,2019,24.25,8.2,8.3,410.0,2.6500000000000004,0.69,1050.0,2000.0
2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,19.0,29.8,6.7,8.4,8.1,8.6,364,496,3.3,3.9,0.84,1.3,7000,11000,13000,22000,2019,24.4,7.550000000000001,8.35,430.0,3.5999999999999996,1.07,9000.0,17500.0
10153,RIVER GNAGA TA CHUNAR,UTTAR PRADESH,19.0,29.5,6.9,8.8,2.2,8.5,360,488,2.9,3.8,0.77,1.12,5000,8000,8000,14000,2019,24.25,7.8500000000000005,5.35,424.0,3.3499999999999996,0.9450000000000001,6500.0,11000.0
1070,GANGA AT VARANASI U/S (ASSIGHAT),UTTAR PRADESH,20.0,31.5,7.2,10.0,8.1,8.4,364,512,1.7,3.3,0.12,0.24,500,1700,1100,3400,2019,25.75,8.6,8.25,438.0,2.5,0.18,1100.0,2250.0
1071,"GANGA AT VARANASI D/S
(MALVIYA BRIDGE)",UTTAR PRADESH,20.0,31.5,6.5,7.9,7.9,8.7,392,528,3.4,4.2,0.15,0.4,11000,23000,17000,43000,2019,25.75,7.2,8.3,460.0,3.8,0.275,17000.0,30000.0
10152,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",UTTAR PRADESH,20.5,32.5,6.8,9.0,8.2,8.6,370,524,3.0,3.8,0.15,0.31,5000,11000,8000,17000,2019,26.5,7.9,8.399999999999999,447.0,3.4,0.22999999999999998,8000.0,12500.0
10156,RIVER GANGA AT BATHING GHAT (GOLA GHAT),UTTAR PRADESH,16.0,32.0,5.6,10.1,7.7,8.6,236,384,2.6,4.6,,,2300,5400,4600,13000,2019,24.0,7.85,8.15,310.0,3.5999999999999996,,3850.0,8800.0
1073,GANGA AT TRIGHAT (GHAZIPUR),UTTAR PRADESH,20.5,32.0,6.5,7.8,8.1,8.7,388,535,3.3,4.3,0.19,0.38,11000,17000,21000,31000,2019,26.25,7.15,8.399999999999999,461.5,3.8,0.28500000000000003,14000.0,26000.0
1074,GANGA AT BUXAR,BIHAR,17.0,35.0,6.8,10.2,7.0,9.0,250,512,1.4,2.8,0.02,0.37,450,28000,2300,160000,2019,26.0,8.5,8.0,381.0,2.0999999999999996,0.195,14225.0,81150.0
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,17.0,37.0,6.0,8.6,7.1,8.6,253,508,1.5,2.7,0.03,0.46,2100,28000,8400,160000,2019,27.0,7.3,7.85,380.5,2.1,0.245,15050.0,84200.0
2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,17.0,36.0,6.0,8.3,7.5,8.7,257,523,1.9,2.8,0.02,0.54,1100,17000,9400,35000,2019,26.5,7.15,8.1,390.0,2.3499999999999996,0.28,9050.0,22200.0
3113,GANGA AT D/S BUXAR NEAR ROAD BRIDGE,BIHAR,16.0,34.0,6.3,8.5,7.2,8.8,248,629,1.5,2.7,0.02,0.51,170,17000,1600,54000,2019,25.0,7.4,8.0,438.5,2.1,0.265,8585.0,27800.0
10131,RIVE GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,19.0,32.0,6.2,9.3,7.5,8.8,236,411,1.3,2.2,0.14,0.73,1700,17000,11000,92000,2019,25.5,7.75,8.15,323.5,1.75,0.435,9350.0,51500.0
10162,"GANGA AT ARACHHAPRA ROAD BRIDGE (KOILWER
BANURA CHHAPRA ROAD)",BIHAR,18.0,35.0,5.7,9.8,7.3,8.3,250,505,1.4,2.0,0.02,0.36,1300,3900,3300,35000,2019,26.5,7.75,7.800000000000001,377.5,1.7,0.19,2600.0,19150.0
2564,"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ,
CHAPRA",BIHAR,17.0,33.0,7.3,9.8,7.3,8.1,237,457,1.4,2.5,0.1,0.21,1400,4000,2600,28000,2019,25.0,8.55,7.699999999999999,347.0,1.95,0.155,2700.0,15300.0
10114,"RIVER GANGA TA MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,17.0,32.0,7.2,9.7,7.2,8.0,16,462,1.7,2.2,0.12,0.62,450,22000,14000,43000,2019,24.5,8.45,7.6,239.0,1.9500000000000002,0.37,11225.0,28500.0
3114,"GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",BIHAR,19.0,33.0,6.7,9.4,7.4,8.5,283,563,1.3,2.4,0.01,0.86,780,14000,3100,28000,2019,26.0,8.05,7.95,423.0,1.85,0.435,7390.0,15550.0
1077,"GANGA AT KURJI, PATNA U/S",BIHAR,18.0,33.0,6.3,9.0,7.4,8.5,257,563,1.3,2.0,0.03,1.0,2100,11000,2600,35000,2019,25.5,7.65,7.95,410.0,1.65,0.515,6550.0,18800.0
2552,"GANGA AT GANDHIGHAT, NIT
AT PATNA",BIHAR,19.0,33.0,6.5,8.8,7.7,8.3,265,467,1.8,2.9,0.03,0.58,1400,26000,11000,35000,2019,26.0,7.65,8.0,366.0,2.35,0.305,13700.0,23000.0
10115,"RIVER GANGA TA GULABI GHAT, PATNA",BIHAR,19.0,34.0,5.6,8.5,7.4,8.4,263,465,1.8,2.8,0.03,0.82,1400,22000,6800,92000,2019,26.5,7.05,7.9,364.0,2.3,0.425,11700.0,49400.0
1079,"GANGA AT PATNA D/S
(GANGA BRIDGE), GAIGHAT",BIHAR,19.0,34.0,6.3,8.8,7.7,8.6,250,479,1.7,2.6,0.11,1.0,1100,28000,11000,160000,2019,26.5,7.550000000000001,8.15,364.5,2.15,0.555,14550.0,85500.0
3122,"GANGA AT MALSALAMI,
PATNA",BIHAR,18.0,33.0,7.0,9.5,7.3,8.5,247,458,1.5,2.6,0.02,0.8,1100,11000,4000,24000,2019,25.5,8.25,7.9,352.5,2.05,0.41000000000000003,6050.0,14000.0
4297,"KACHCHIDARGAHBIDUPUR ROAD BRIDGE, PATNA",BIHAR,18.0,34.0,6.6,9.8,6.6,8.5,262,456,1.2,2.1,0.02,0.78,1100,11000,5500,28000,2019,26.0,8.2,7.55,359.0,1.65,0.4,6050.0,16750.0
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,17.0,33.0,6.1,9.5,7.7,8.4,245,454,1.4,2.7,0.03,0.64,1400,21000,3300,28000,2019,25.0,7.8,8.05,349.5,2.05,0.335,11200.0,15650.0
2553,"GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,17.0,34.0,6.2,8.5,7.5,8.2,252,467,1.8,2.9,0.02,1.83,1100,22000,3800,92000,2019,25.5,7.35,7.85,359.5,2.35,0.925,11550.0,47900.0
4301,"BAKHTIYARPURTAJPUR BRIDGE ON GANGA,
ATHMALGOLA, PATNA",BIHAR,18.0,33.0,5.8,9.4,7.4,8.6,246,514,1.3,2.2,0.09,0.61,1700,17000,3100,54000,2019,25.5,7.6,8.0,380.0,1.75,0.35,9350.0,28550.0
3115,GANGA RIVER AT BARH,BIHAR,19.0,33.0,6.1,9.8,7.5,9.9,238,462,1.3,2.2,0.03,0.62,1300,22000,7000,54000,2019,26.0,7.95,8.7,350.0,1.75,0.325,11650.0,30500.0
10130,"RIVER GANGA AT D/S
NAWADGHAT, BARH, PATNA",BIHAR,18.0,32.0,6.0,9.6,7.5,8.9,240,475,1.1,2.3,0.1,0.58,1400,17000,3900,160000,2019,25.0,7.8,8.2,357.5,1.7,0.33999999999999997,9200.0,81950.0
1817,"GANGA AT MOKAMA (U/S),
MAHADEO ASTHAN, PATNA",BIHAR,18.0,33.0,6.1,9.4,7.4,8.8,237,452,1.1,2.6,0.14,0.9,1100,13000,1400,54000,2019,25.5,7.75,8.100000000000001,344.5,1.85,0.52,7050.0,27700.0
1815,GANGA AT MOKAMA (D/S),BIHAR,19.0,33.0,6.3,8.0,7.2,8.5,208,425,1.6,2.6,0.06,0.54,680,17000,14000,35000,2019,26.0,7.15,7.85,316.5,2.1,0.30000000000000004,8840.0,24500.0
3123,"GANGA RIVER AT BARAHIYA, NEPALITOLA, MARANCHI,
;LAKSHISARAI",BIHAR,21.0,35.0,6.1,9.2,7.6,8.7,239,452,1.1,2.3,0.11,1.17,1100,14000,11000,35000,2019,28.0,7.6499999999999995,8.149999999999999,345.5,1.7,0.64,7550.0,23000.0
3116,"GANGA AT U/S MUNGER (NEAR INTAKE WELL ON
GANGA)",BIHAR,20.0,32.0,6.0,9.7,7.6,8.6,232,440,1.1,2.5,0.03,0.85,1100,17000,11000,160000,2019,26.0,7.85,8.1,336.0,1.8,0.44,9050.0,85500.0
1818,GANGA AT MUNGER,BIHAR,21.0,32.0,5.8,9.6,7.6,8.5,234,436,1.5,2.5,0.05,0.6,1100,28000,14000,160000,2019,26.5,7.699999999999999,8.05,335.0,2.0,0.325,14550.0,87000.0
3117,"GANGA AT U/S SULTANGANJ,
BHAGALPUR",BIHAR,18.0,32.0,6.1,9.5,7.4,8.7,242,427,1.5,2.3,0.07,0.5,1700,17000,9300,92000,2019,25.0,7.8,8.05,334.5,1.9,0.28500000000000003,9350.0,50650.0
4398,"GANGA RIVER AT WATER
INTAKE POINT, BHAGALPUR",BIHAR,18.0,34.0,6.1,8.7,7.5,9.1,239,512,1.3,2.8,0.05,1.06,1200,22000,4100,92000,2019,26.0,7.3999999999999995,8.3,375.5,2.05,0.555,11600.0,48050.0
2554,"GANGA AT SULTANGANJ,
BHAGALPUR",BIHAR,18.0,32.0,6.2,9.4,7.3,8.6,234,408,1.3,2.6,0.04,0.56,780,28000,3900,160000,2019,25.0,7.800000000000001,7.949999999999999,321.0,1.9500000000000002,0.30000000000000004,14390.0,81950.0
10138,"RIVER GANGA AT
CHAMPANAGAR, BHAGALPUR",BIHAR,17.0,35.0,6.5,9.7,7.0,8.6,241,519,1.5,2.6,0.06,0.65,200,28000,2700,160000,2019,26.0,8.1,7.8,380.0,2.05,0.355,14100.0,81350.0
1819,GANGA AT BHAGALPUR,BIHAR,18.0,32.0,6.1,8.6,7.6,8.3,224,505,1.4,2.5,0.01,0.91,780,17000,6800,92000,2019,25.0,7.35,7.95,364.5,1.95,0.46,8890.0,49400.0
3118,"GANGA AT U/S BHAGALPUR
NEAR BARARIGHAT",BIHAR,13.0,34.0,6.0,8.5,7.6,8.6,244,500,1.9,2.7,0.01,0.52,930,35000,11000,160000,2019,23.5,7.25,8.1,372.0,2.3,0.265,17965.0,85500.0
1816,GANGA AT KAHALGAON,BIHAR,18.0,32.0,6.1,9.5,7.5,8.6,221,429,1.1,2.3,0.07,0.56,200,17000,11000,160000,2019,25.0,7.8,8.05,325.0,1.7,0.31500000000000006,8600.0,85500.0
10143,"RIVER GANGA D/S NEAR
CREMATION GHAT",BIHAR,18.0,32.0,5.9,9.3,7.4,8.5,236,426,1.2,2.6,0.01,0.65,1400,14000,14000,160000,2019,25.0,7.6000000000000005,7.95,331.0,1.9,0.33,7700.0,87000.0
1080,"GANGA AT BAHARAMPORE, MURSHIDABAD,",WEST BENGAL,17.0,37.0,4.9,11.2,7.4,8.5,198,380,0.8,4.8,0.28,0.73,7000,300000,14000,500000,2019,27.0,8.05,7.95,289.0,2.8,0.505,153500.0,257000.0
10159,RIVER GANGA AT BEHRAMPORE (KHAGRA) MURSHIDABAD,WEST BENGAL,17.0,37.0,4.8,11.0,7.2,8.5,193,367,0.8,5.8,0.29,0.82,1300,280000,23000,350000,2019,27.0,7.9,7.85,280.0,3.3,0.5549999999999999,140650.0,186500.0
10160,"RIVER GANGA AT BEHRAMPORE (GORA BAZAR)
MURSHIDABAD",WEST BENGAL,17.0,37.0,4.8,11.0,7.5,8.5,207,383,0.8,8.0,0.25,0.89,8000,240000,26000,300000,2019,27.0,7.9,8.0,295.0,4.4,0.5700000000000001,124000.0,163000.0
2511,"NABADIP ON GANGA, GHOSHPARA NEAR
MONIPURGHAT,NADIA",WEST BENGAL,21.0,34.0,4.0,9.9,7.8,8.6,155,379,1.1,5.9,0.09,0.92,2000,170000,4000,220000,2019,27.5,6.95,8.2,267.0,3.5,0.505,86000.0,112000.0
2506,"TRIBENI ON GANGA, NEAR BURNING GHAT, HOOGHLY",WEST BENGAL,22.0,34.0,4.6,9.7,7.7,8.4,217,399,1.2,6.1,0.17,0.77,1300,220000,8000,300000,2019,28.0,7.1499999999999995,8.05,308.0,3.65,0.47000000000000003,110650.0,154000.0
10161,"RIVER GANGA AT PALTA, SHITALTALA,",WEST BENGAL,21.0,33.0,3.5,9.6,7.4,8.6,215,388,1.1,6.8,0.15,0.72,30000,1300000,50000,3000000,2019,27.0,6.55,8.0,301.5,3.95,0.435,665000.0,1525000.0
1054,GANGA AT PALTA,WEST BENGAL,21.0,33.0,4.2,9.4,7.4,8.5,206,384,1.1,6.8,0.09,1.05,11000,220000,30000,900000,2019,27.0,6.800000000000001,7.95,295.0,3.95,0.5700000000000001,115500.0,465000.0
1472,"GANGA AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,21.0,32.0,4.3,11.5,7.0,8.8,214,372,1.1,6.1,0.23,0.85,4000,240000,7000,500000,2019,26.5,7.9,7.9,293.0,3.5999999999999996,0.54,122000.0,253500.0
1053,"GANGA AT DAKSHMINESHWAR,
KOLKATA, WEST BENGAL",WEST BENGAL,20.0,34.0,4.7,7.8,7.1,8.6,252,569,2.7,5.5,0.14,2.15,33000,900000,49000,1600000,2019,27.0,6.25,7.85,410.5,4.1,1.145,466500.0,824500.0
1471,GANGA AT HOWRAHSHIVPUR WEST BENGAL,WEST BENGAL,19.0,35.0,3.7,7.7,7.3,7.9,262,575,1.7,6.4,0.05,3.01,26000,240000,80000,500000,2019,27.0,5.7,7.6,418.5,4.05,1.5299999999999998,133000.0,290000.0
1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",WEST BENGAL,18.0,34.0,3.8,7.9,7.3,9.0,252,522,1.2,5.3,0.26,2.48,23000,900000,70000,1600000,2019,26.0,5.85,8.15,387.0,3.25,1.37,461500.0,835000.0
1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,21.0,35.0,4.0,7.5,7.2,8.0,301,826,1.4,5.4,0.05,6.32,2100,110000,11000,220000,2019,28.0,5.75,7.6,563.5,3.4000000000000004,3.185,56050.0,115500.0
1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS
(S)WEST BENGAL",WEST BENGAL,19.0,36.0,4.3,7.8,6.8,8.0,319,8049,1.2,4.1,0.09,3.81,400,11000,1100,220000,2019,27.5,6.05,7.4,4184.0,2.65,1.95,5700.0,110550.0
1335,GANGA AT PATIKALI NEAR DURGA CHAK WEST BENGAL,WEST BENGAL,19.0,35.0,3.7,8.3,6.8,8.5,360,18090,0.5,3.9,0.07,3.67,2200,33500,11000,90000,2019,27.0,6.0,7.65,9225.0,2.2,1.8699999999999999,17850.0,50500.0
1491,"BHAGIRATHI AT GANGOTRI,",UTTARAKHAND,,,9.8,9.8,7.1,7.1,109,109,1.5,1.5,0.32,0.32,2,2,2,2,2020,,9.8,7.1,109.0,1.5,0.32,2.0,2.0
1484,ALAKNANDA B/C MANDAKINI AT RUDRA PRAYAG,UTTARAKHAND,12.0,19.0,9.2,10.8,7.3,8.0,173,303,1.0,1.0,,,2,2,2,2,2020,15.5,10.0,7.65,238.0,1.0,,2.0,2.0
1486,ALAKNANDA A/C MANDAKINI AT RUDRAPRAYAG,UTTARAKHAND,13.0,20.0,10.0,10.8,7.4,8.0,116,284,1.0,1.0,,0.35,2,2,2,2,2020,16.5,10.4,7.7,200.0,1.0,,2.0,2.0
1488,BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG,UTTARAKHAND,14.0,20.0,8.8,11.0,7.2,8.1,78,197,,1.0,,,2,2,2,2,2020,17.0,9.9,7.65,137.5,,,2.0,2.0
1487,ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,15.0,20.0,9.0,12.8,7.3,8.1,87,223,,1.0,,,2,2,2,2,2020,17.5,10.9,7.699999999999999,155.0,,,2.0,2.0
1489,ALAKNANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,14.0,21.0,9.8,11.8,7.3,8.0,83,263,,1.0,,0.39,2,2,2,2,2020,17.5,10.8,7.65,173.0,,,2.0,2.0
1060,"GANGA AT RISHIKESH U/S,",UTTARAKHAND,16.0,26.0,8.8,11.6,7.1,8.4,79,194,,1.0,,2.9,2,26,2,50,2020,21.0,10.2,7.75,136.5,,,14.0,26.0
1485,"MANDAKINI B/C ALKALNADA AT RUDRAPRAYAG,",UTTARAKHAND,12.0,20.0,9.4,10.6,7.4,7.8,111,207,1.0,1.0,,,2,2,2,2,2020,16.0,10.0,7.6,159.0,1.0,,2.0,2.0
10147,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,17.0,25.0,8.8,10.6,7.0,8.3,91,211,,4.0,,0.75,2,30,2,50,2020,21.0,9.7,7.65,151.0,,,16.0,26.0
2725,"GANGA RIVER AFTER CONFLUENCE OF RIVER SONG NEAR SATYANARAYAN TEMPLE, D/s RAIWALA,
DEHRADUN",UTTARAKHAND,17.0,29.0,8.2,10.8,7.1,8.4,164,726,1.0,2.0,,2.59,2,84,2,140,2020,23.0,9.5,7.75,445.0,1.5,,43.0,71.0
3997,"RIVER GANGA U/S HARIDWAR AT ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND,19.0,27.0,8.2,10.4,7.4,8.1,114,275,1.0,1.2,,0.43,30,60,60,110,2020,23.0,9.3,7.75,194.5,1.1,,45.0,85.0
10148,RIVER GANGA AT HARKIPAURI GHAT,UTTARAKHAND,17.0,27.0,8.0,10.8,7.3,8.0,96,396,,1.2,,0.36,2,60,2,90,2020,22.0,9.4,7.65,246.0,,,31.0,46.0
1061,"GANGA AT HARIDWAR D/S, UPPER GANGA CANAL
D/S BALKUMARI MANDIR, AJEETPUR, HARIDWAR",UTTARAKHAND,16.0,29.0,8.0,10.6,7.1,8.0,103,441,1.0,2.2,,0.53,2,110,2,170,2020,22.5,9.3,7.55,272.0,1.6,,56.0,86.0
30005,GANGA AT SULTANPUR (UTTARAKHAND),INTERSTATE,,,8.4,9.1,6.8,7.7,150,281,1.0,4.2,0.31,1.61,68,4900,450,54000,2020,,8.75,7.25,215.5,2.6,0.9600000000000001,2484.0,27225.0
30006,GANGA AT BIJNOR (U.P.),INTERSTATE,,,8.6,9.0,7.3,7.7,179,211,1.0,1.6,,1.31,78,1300,1300,5400,2020,,8.8,7.5,195.0,1.3,,689.0,3350.0
10150,"RIVER GANGA AT MADHYA GANGA BARRAGE, BIJNOR",UTTAR PRADESH,,,8.0,9.9,7.4,8.1,110,239,,1.5,,,700,1300,1200,2800,2020,,8.95,7.75,174.5,,,1000.0,2000.0
1062,"GANGA AT GARHMUKTESHWAR, U.P",UTTAR PRADESH,15.4,22.0,7.1,10.8,7.0,8.5,150,275,,9.8,,0.5,140,7000,280,9400,2020,18.7,8.95,7.75,212.5,,,3570.0,4840.0
10149,RIVER GANGA AT GHARMUKTESHWAR,UTTAR PRADESH,15.0,22.0,7.5,11.2,7.0,8.3,150,250,,2.1,,9.4,120,920,220,1600,2020,18.5,9.35,7.65,200.0,,,520.0,910.0
2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,14.0,28.0,7.5,9.2,6.7,7.3,164,2200,1.0,2.7,,0.35,150,930,180,2100,2020,21.0,8.35,7.0,1182.0,1.85,,540.0,1140.0
2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,14.0,28.0,7.6,9.3,6.9,7.4,196,224,1.0,2.6,,4.1,220,1400,540,4800,2020,21.0,8.45,7.15,210.0,1.8,,810.0,2670.0
1145,"GANGA AT NARORA (BULANDSAHAR), U.P.",UTTAR PRADESH,15.0,29.0,7.8,9.4,6.9,7.3,168,212,,2.6,,0.42,430,1700,750,3300,2020,22.0,8.6,7.1,190.0,,,1065.0,2025.0
2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,17.5,22.5,8.8,10.7,7.1,7.7,48,1960,,1.6,,4.72,140,320,170,480,2020,20.0,9.75,7.4,1004.0,,,230.0,325.0
10151,RIVER GANGA AT FARRUKABAD,UTTAR PRADESH,16.0,30.0,7.2,11.5,7.2,8.4,160,324,1.2,2.6,,,920,2100,1700,4000,2020,23.0,9.35,7.800000000000001,242.0,1.9,,1510.0,2850.0
1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,16.0,30.0,6.7,11.0,7.6,8.5,177,396,2.0,2.8,,,1100,11000,1300,4900,2020,23.0,8.85,8.05,286.5,2.4,,6050.0,3100.0
1066,"GANGA AT KANNAUJ D/S, U.P",UTTAR PRADESH,16.0,30.0,6.3,10.6,7.5,8.4,182,488,2.2,3.1,,,1700,4600,4200,9400,2020,23.0,8.45,7.95,335.0,2.6500000000000004,,3150.0,6800.0
1146,"GANGA AT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,16.0,31.0,6.2,12.0,7.6,8.6,186,370,2.4,3.2,,,1100,4900,3300,9400,2020,23.5,9.1,8.1,278.0,2.8,,3000.0,6350.0
1067,"GANGA AT KANPUR U/S (RANIGHAT), U.P",UTTAR PRADESH,20.0,31.0,6.2,12.1,7.5,8.52,212,356,2.9,6.3,,,1400,9200,3900,17000,2020,25.5,9.15,8.01,284.0,4.6,,5300.0,10450.0
10154,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),UTTAR PRADESH,20.0,31.0,6.0,11.8,7.6,8.59,212,351,2.5,3.4,,,1300,13000,2300,23000,2020,25.5,8.9,8.094999999999999,281.5,2.95,,7150.0,12650.0
